,genome_id,genome_name,taxon_id,genome_status,genome_length,gc_content,contig_l50,contig_n50,chromosomes,plasmids,contigs,patric_cds,refseq_cds,trna,rrnacoarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_qualitydate_created,date_modified
298398,562.7571,Escherichia coli strain 401886_aEPEC,562,WGS,4988607,50.61,11.0,167755.0,,,152,5095.0,4652.0,86.0,,99.1,100.0,0.0,,2016-01-17T17:05:10.332Z
298400,562.7692,Escherichia coli strain 401907,562,Complete,391326,51.26,1.0,391326.0,,,1,383.0,358.0,14.0,,92.2,12.6,0.0,,2016-01-17T17:07:06.911Z
298403,562.7584,Escherichia coli strain 401938_aEPEC,562,WGS,5014016,50.64,8.0,234953.0,,,128,5190.0,4770.0,83.0,,98.9,100.0,0.0,,2016-01-17T17:05:14.902Z
298414,562.7752,Escherichia coli strain 402048_aEPEC,562,WGS,5022063,50.54,9.0,182834.0,,,106,5197.0,4792.0,83.0,,98.7,100.0,0.0,,2016-01-17T17:07:27.372Z
298417,562.7644,Escherichia coli strain 402074_aEPEC,562,WGS,4927621,50.66,11.0,143030.0,,,104,4987.0,4588.0,83.0,,99.6,100.0,0.0,,2016-01-17T17:06:49.178Z
298418,562.7668,Escherichia coli strain 402078,562,WGS,4069292,50.46,8.0,179004.0,,,29,3994.0,3756.0,56.0,,91.0,89.6,0.0,,2016-01-17T17:06:58.436Z
298419,562.7672,Escherichia coli strain 402097_aEPEC,562,WGS,4862086,50.64,11.0,159312.0,,,89,4837.0,4499.0,84.0,,99.4,100.0,0.0,,2016-01-17T17:06:59.842Z
298420,562.7743,Escherichia coli strain 402099_aEPEC,562,WGS,5047821,50.6,11.0,148281.0,,,116,5134.0,4716.0,81.0,,99.5,100.0,0.0,,2016-01-17T17:07:24.201Z
298421,562.7664,Escherichia coli strain 402138_aEPEC,562,WGS,5191258,50.55,10.0,166203.0,,,123,5369.0,4924.0,83.0,,99.3,100.0,0.0,,2016-01-17T17:06:57.061Z
298423,562.7754,Escherichia coli strain 402227_aEPEC,562,WGS,5142875,50.52,26.0,61727.0,,,272,5461.0,4928.0,93.0,,98.4,100.0,0.0,,2016-01-17T17:07:28.363Z
298425,562.7778,Escherichia coli strain 402248_aEPEC,562,WGS,5090618,50.67,17.0,115109.0,,,219,5285.0,4787.0,92.0,,98.4,98.2,0.0,,2016-01-17T17:07:36.432Z
298430,562.7776,Escherichia coli strain 402403,562,WGS,2969532,50.68,3.0,409819.0,,,9,2953.0,2802.0,39.0,,85.8,73.7,0.0,,2016-01-17T17:07:36.120Z
298434,562.776,Escherichia coli strain 402480_aEPEC,562,WGS,5236421,50.42,11.0,151922.0,,,153,5445.0,4966.0,80.0,,99.1,100.0,0.0,,2016-01-17T17:07:30.421Z
298439,562.7773,Escherichia coli strain 402605,562,WGS,957497,50.2,2.0,328270.0,,,3,968.0,918.0,20.0,,88.7,15.6,0.0,,2016-01-17T17:07:34.905Z
298440,562.7757,Escherichia coli strain 402617,562,WGS,4893258,50.83,24.0,68643.0,,,208,5019.0,4593.0,86.0,,98.5,100.0,0.4,,2016-01-17T17:07:29.439Z
298441,562.7758,Escherichia coli strain 402635,562,WGS,5192192,50.53,11.0,126385.0,,,194,5467.0,4957.0,87.0,,98.7,100.0,0.0,,2016-01-17T17:07:29.759Z
298443,562.7627,Escherichia coli strain 402696,562,WGS,1299606,51.14,1.0,661558.0,,,2,1231.0,1175.0,20.0,,84.9,30.7,0.0,,2016-01-17T17:06:43.330Z
298445,562.7733,Escherichia coli strain 402743_aEPEC,562,WGS,5065642,50.68,28.0,53247.0,,,331,5338.0,4752.0,87.0,,98.5,100.0,0.4,,2016-01-17T17:07:20.629Z
298447,562.7745,Escherichia coli strain 402767,562,WGS,5226573,50.42,12.0,125256.0,,,138,5428.0,4958.0,82.0,,99.1,100.0,0.0,,2016-01-17T17:07:24.901Z
298448,562.7779,Escherichia coli strain 402770_aEPEC,562,WGS,5159284,50.64,18.0,91364.0,,,229,5438.0,4889.0,88.0,,98.2,100.0,0.4,,2016-01-17T17:07:36.802Z
298450,562.7663,Escherichia coli strain 402794,562,WGS,5065919,50.66,18.0,97583.0,,,220,5260.0,4776.0,89.0,,98.2,98.2,0.0,,2016-01-17T17:06:56.750Z
298451,562.7654,Escherichia coli strain 402798,562,WGS,2442032,50.71,5.0,227517.0,,,10,2404.0,2253.0,27.0,,82.2,60.7,0.0,,2016-01-17T17:06:53.241Z
298453,562.7621,Escherichia coli strain 402837,562,WGS,3548035,50.57,7.0,210436.0,,,20,3482.0,3299.0,57.0,,86.1,79.6,0.0,,2016-01-17T17:06:41.132Z
298454,562.7777,Escherichia coli strain 402842,562,WGS,5089476,50.59,12.0,140141.0,,,151,5257.0,4792.0,78.0,,99.4,100.0,0.4,,2016-01-17T17:07:35.826Z
298456,562.762,Escherichia coli strain 402898,562,WGS,709538,51.0,2.0,230728.0,,,3,693.0,650.0,17.0,,90.4,12.6,0.0,,2016-01-17T17:06:40.416Z
298457,562.7761,Escherichia coli strain 402924,562,WGS,5069408,50.58,6.0,326320.0,,,93,5232.0,4817.0,87.0,,99.0,100.0,0.0,,2016-01-17T17:07:30.792Z
298461,562.42734,Escherichia coli strain 403,562,WGS,5124200,50.987267,28.0,56023.0,,,304,5283.0,,81.0,,98.3,,,,2019-03-24T01:52:15.829Z
298465,562.7714,Escherichia coli strain 403066,562,WGS,5219584,50.47,10.0,169715.0,,,111,5402.0,4971.0,76.0,,99.0,100.0,0.0,,2016-01-17T17:07:14.503Z
298474,562.7685,Escherichia coli strain 403308_aEPEC,562,WGS,5093020,50.48,21.0,61627.0,,,327,5495.0,4910.0,91.0,,98.2,100.0,0.7,,2016-01-17T17:07:04.353Z
298483,562.768,Escherichia coli strain 403523,562,WGS,5105644,50.49,21.0,65453.0,,,199,5374.0,4863.0,78.0,,98.7,100.0,0.7,,2016-01-17T17:07:02.692Z
298486,562.7712,Escherichia coli strain 403726_aEPEC,562,WGS,4970268,50.53,19.0,85670.0,,,202,5139.0,4667.0,86.0,,98.7,97.8,0.0,,2016-01-17T17:07:13.771Z
298487,562.7662,Escherichia coli strain 403728,562,WGS,5036471,50.5,23.0,80297.0,,,180,5164.0,4759.0,84.0,,97.7,98.2,0.4,,2016-01-17T17:06:56.372Z
298490,562.42735,Escherichia coli strain 404,562,WGS,5032954,50.816097,12.0,140834.0,,,109,5017.0,,81.0,,98.8,,,,2019-03-24T01:52:05.631Z
298498,562.42736,Escherichia coli strain 405,562,WGS,5126378,50.670433,9.0,143890.0,,,149,5201.0,,90.0,,98.6,,,,2019-03-24T01:50:00.981Z
298503,562.42737,Escherichia coli strain 406,562,WGS,5091947,50.40021,12.0,139647.0,,,156,5080.0,,84.0,,98.9,,,,2019-03-24T01:50:06.452Z
298506,562.42738,Escherichia coli strain 407,562,WGS,5158010,50.8407,8.0,229802.0,,,162,5277.0,,81.0,,98.5,,,,2019-03-24T01:49:55.680Z
298510,562.42739,Escherichia coli strain 409,562,WGS,5246366,50.668217,8.0,202612.0,,,240,5402.0,,87.0,,97.6,,,,2019-03-24T01:53:20.835Z
298540,562.4274,Escherichia coli strain 410,562,WGS,5248326,50.534058,12.0,147289.0,,,145,5229.0,,84.0,,98.9,,,,2019-03-24T01:50:11.859Z
298552,562.42741,Escherichia coli strain 412,562,WGS,5295249,50.58545,5.0,384348.0,,,137,5441.0,,86.0,,98.4,,,,2019-03-24T01:50:45.010Z
298686,562.42742,Escherichia coli strain 453,562,WGS,5245468,50.597813,11.0,147082.0,,,134,5205.0,,86.0,,99.1,,,,2019-03-24T01:51:45.479Z
298755,562.42743,Escherichia coli strain 467,562,WGS,4829569,50.556107,8.0,179349.0,,,145,4719.0,,87.0,,99.2,,,,2019-03-24T01:51:40.604Z
298803,562.42744,Escherichia coli strain 472,562,WGS,5069409,50.755245,10.0,199838.0,,,147,5151.0,,82.0,,98.9,,,,2019-03-24T01:56:08.937Z
298820,562.42745,Escherichia coli strain 475,562,WGS,4879522,50.820328,10.0,175450.0,,,105,4808.0,,88.0,,99.0,,,,2019-03-24T01:55:55.687Z
298826,562.42746,Escherichia coli strain 477,562,WGS,5035651,50.74522,7.0,268827.0,,,106,5060.0,,79.0,,99.1,,,,2019-03-24T01:56:55.187Z
298832,562.42747,Escherichia coli strain 478,562,WGS,5365064,50.64083,10.0,204841.0,,,173,5576.0,,79.0,,97.2,,,,2019-03-24T01:56:49.436Z
298837,562.42748,Escherichia coli strain 479,562,WGS,4886036,50.560883,9.0,209039.0,,,77,4747.0,,81.0,,98.9,,,,2019-03-24T01:54:48.808Z
298863,562.42749,Escherichia coli strain 482,562,WGS,5295893,50.749138,7.0,260156.0,,,118,5357.0,,84.0,,98.3,,,,2019-03-24T01:54:55.508Z
298868,562.4275,Escherichia coli strain 483,562,WGS,5294308,50.74021,9.0,229891.0,,,167,5469.0,,81.0,,98.3,,,,2019-03-24T01:55:06.460Z
298970,562.7724,Escherichia coli strain 496,562,WGS,4886997,50.578995,1.0,4710856.0,0.0,0.0,4,4816.0,4573.0,87.0,,99.1,,,,2021-08-01T17:03:49.144Z
299050,562.7782,Escherichia coli strain 500094,562,WGS,5231302,50.66,22.0,85319.0,,,281,5489.0,4948.0,92.0,,98.7,100.0,0.4,,2016-01-17T17:07:37.775Z
299051,562.7677,Escherichia coli strain 500095,562,WGS,5093990,50.61,10.0,148651.0,,,177,5226.0,4761.0,91.0,,99.5,100.0,0.0,,2016-01-17T17:07:01.619Z
299057,562.7791,Escherichia coli strain 500193,562,WGS,5215340,50.5,11.0,150671.0,,,167,5401.0,4952.0,89.0,,99.3,100.0,0.0,,2016-01-17T17:07:41.181Z
299058,562.7631,Escherichia coli strain 500197_aEPEC,562,WGS,5091592,50.62,10.0,148737.0,,,195,5246.0,4739.0,98.0,,99.5,100.0,0.0,,2016-01-17T17:06:44.571Z
299062,562.769,Escherichia coli strain 500275_aEPEC,562,WGS,4793579,50.63,8.0,234045.0,,,103,4771.0,4434.0,78.0,,99.3,100.0,0.0,,2016-01-17T17:07:06.080Z
299086,562.7699,Escherichia coli strain 500618_aEPEC,562,WGS,5451902,50.37,12.0,161317.0,,,179,5656.0,5118.0,89.0,,99.3,100.0,0.0,,2016-01-17T17:07:09.241Z
299105,562.7771,Escherichia coli strain 500858_aEPEC,562,WGS,5331620,50.56,13.0,134203.0,,,116,5487.0,5066.0,85.0,,99.1,100.0,0.0,,2016-01-17T17:07:34.244Z
299106,562.7629,Escherichia coli strain 500864_aEPEC,562,WGS,5100034,50.59,12.0,122058.0,,,225,5284.0,4757.0,101.0,,99.5,100.0,0.0,,2016-01-17T17:06:43.962Z
299116,562.7695,Escherichia coli strain 500989,562,WGS,5017455,50.45,18.0,97132.0,,,138,5151.0,4760.0,83.0,,98.4,100.0,0.4,,2016-01-17T17:07:07.832Z
299121,562.7625,Escherichia coli strain 501016,562,WGS,4916558,50.76,25.0,56232.0,,,272,5132.0,4632.0,87.0,,98.5,99.6,0.0,,2016-01-17T17:06:42.510Z
299123,562.7656,Escherichia coli strain 501029_aEPEC,562,WGS,5110827,50.58,10.0,136039.0,,,187,5296.0,4802.0,82.0,,99.3,100.0,0.0,,2016-01-17T17:06:53.550Z
299129,562.7749,Escherichia coli strain 503023,562,WGS,4915097,50.76,27.0,54057.0,,,263,5115.0,4649.0,85.0,,98.5,99.6,0.0,,2016-01-17T17:07:26.368Z
299131,562.7572,Escherichia coli strain 503028_aEPEC,562,WGS,5164596,50.47,20.0,84731.0,,,199,5319.0,4892.0,89.0,,98.4,98.2,0.4,,2016-01-17T17:05:10.710Z
299132,562.7628,Escherichia coli strain 503130_aEPEC,562,WGS,5086407,50.52,10.0,159375.0,,,121,5217.0,4817.0,88.0,,99.3,100.0,0.4,,2016-01-17T17:06:43.651Z
299135,562.758,Escherichia coli strain 503225_aEPEC,562,WGS,5091642,50.47,25.0,61871.0,,,277,5381.0,4855.0,89.0,,99.1,100.0,0.7,,2016-01-17T17:05:13.522Z
299136,562.7762,Escherichia coli strain 503238_aEPEC,562,WGS,5101572,50.62,12.0,121908.0,,,225,5284.0,4756.0,96.0,,99.5,100.0,0.0,,2016-01-17T17:07:31.101Z
299137,562.7725,Escherichia coli strain 503256,562,WGS,5191508,50.5,10.0,151832.0,,,140,5369.0,4935.0,88.0,,99.2,100.0,0.0,,2016-01-17T17:07:18.111Z
299140,562.7703,Escherichia coli strain 503320,562,WGS,5270408,50.62,13.0,113801.0,,,115,5387.0,5007.0,79.0,,99.3,100.0,0.4,,2016-01-17T17:07:10.471Z
299141,562.7722,Escherichia coli strain 503331,562,WGS,5149753,50.64,20.0,83586.0,,,224,5376.0,4842.0,93.0,,98.8,100.0,0.4,,2016-01-17T17:07:17.182Z
299144,562.7693,Escherichia coli strain 503459_aEPEC,562,WGS,5140083,50.71,12.0,143125.0,,,126,5197.0,4784.0,81.0,,99.2,100.0,0.0,,2016-01-17T17:07:07.223Z
299145,562.7578,Escherichia coli strain 503537_aEPEC,562,WGS,5121111,50.67,13.0,101736.0,,,188,5259.0,4815.0,84.0,,99.0,99.6,0.4,,2016-01-17T17:05:12.812Z
299148,562.7747,Escherichia coli strain 503662_aEPEC,562,WGS,5026233,50.66,11.0,148973.0,,,166,5156.0,4689.0,90.0,,99.2,100.0,0.0,,2016-01-17T17:07:25.654Z
299152,562.7774,Escherichia coli strain 503891_aEPEC,562,WGS,4920468,50.76,27.0,53837.0,,,338,5186.0,4641.0,88.0,,98.4,99.6,0.0,,2016-01-17T17:07:35.231Z
299153,562.7767,Escherichia coli strain 503947_aEPEC,562,WGS,5267507,50.68,21.0,83582.0,,,281,5585.0,4982.0,94.0,,98.8,100.0,0.4,,2016-01-17T17:07:32.900Z
299156,562.7576,Escherichia coli strain 504005_aEPEC,562,WGS,5208300,50.51,11.0,135474.0,,,170,5422.0,4954.0,94.0,,99.2,100.0,0.0,,2016-01-17T17:05:12.075Z
299158,562.7706,Escherichia coli strain 504180,562,WGS,5220332,50.66,20.0,94921.0,,,259,5496.0,4950.0,92.0,,98.7,100.0,0.4,,2016-01-17T17:07:10.774Z
299160,562.7696,Escherichia coli strain 504225_aEPEC,562,WGS,4796697,50.67,5.0,302404.0,,,57,4724.0,4398.0,82.0,,99.3,100.0,0.0,,2016-01-17T17:07:08.201Z
299164,562.7698,Escherichia coli strain 504300_aEPEC,562,WGS,5140768,50.46,10.0,120274.0,,,131,5280.0,4828.0,79.0,,99.2,100.0,0.0,,2016-01-17T17:07:08.920Z
299165,562.7709,Escherichia coli strain 504324,562,WGS,5099223,50.4,10.0,138531.0,,,108,5213.0,4791.0,75.0,,99.3,100.0,0.0,,2016-01-17T17:07:12.596Z
299167,562.7707,Escherichia coli strain 504528,562,WGS,5201267,50.51,10.0,135102.0,,,134,5386.0,4949.0,91.0,,99.3,100.0,0.0,,2016-01-17T17:07:11.821Z
299170,562.7573,Escherichia coli strain 504647_aEPEC,562,WGS,5274491,50.63,13.0,120235.0,,,122,5387.0,4983.0,82.0,,99.4,100.0,0.0,,2016-01-17T17:05:11.022Z
299172,562.771,Escherichia coli strain 504718,562,WGS,5173427,50.63,14.0,122505.0,,,130,5382.0,4947.0,83.0,,99.2,100.0,0.4,,2016-01-17T17:07:13.074Z
299173,562.765,Escherichia coli strain 504821_aEPEC,562,WGS,5085041,50.61,11.0,127256.0,,,219,5249.0,4730.0,97.0,,99.6,100.0,0.0,,2016-01-17T17:06:51.478Z
299176,562.766,Escherichia coli strain 504888_aEPEC,562,WGS,5323464,50.56,14.0,120179.0,,,127,5476.0,5063.0,86.0,,99.1,100.0,0.4,,2016-01-17T17:06:55.061Z
299180,562.7742,Escherichia coli strain 505148,562,WGS,5098280,50.39,9.0,218792.0,,,84,5220.0,4804.0,82.0,,98.9,100.0,0.0,,2016-01-17T17:07:23.812Z
299181,562.7568,Escherichia coli strain 505393_aEPEC,562,WGS,4625923,50.56,9.0,175744.0,,,69,4591.0,4256.0,84.0,,99.1,99.6,0.7,,2016-01-17T17:05:09.371Z
299182,562.7753,Escherichia coli strain 505513_aEPEC,562,WGS,5254641,50.67,23.0,78267.0,,,282,5580.0,4962.0,94.0,,98.8,100.0,0.4,,2016-01-17T17:07:28.062Z
299183,562.7635,Escherichia coli strain 505545,562,WGS,5096679,50.55,11.0,177282.0,,,135,5236.0,4800.0,85.0,,99.3,100.0,0.0,,2016-01-17T17:06:45.960Z
299551,562.16466,Escherichia coli strain 5CRE51,562,Complete,5256426,50.62,1.0,5041366.0,1.0,2.0,3,5520.0,5370.0,89.0,,98.8,100.0,0.7,,2017-05-29T21:49:58.580Z
299573,562.42751,Escherichia coli strain 60,562,WGS,5226538,50.800205,5.0,308281.0,,,88,5278.0,,81.0,,98.2,,,,2019-03-24T01:55:12.836Z
299602,562.764,Escherichia coli strain 602206,562,WGS,5062519,50.51,11.0,135212.0,,,104,5214.0,4767.0,86.0,,99.6,100.0,0.0,,2016-01-17T17:06:47.712Z
299606,562.7566,Escherichia coli strain 602370_aEPEC,562,WGS,4744889,50.5,9.0,205023.0,,,85,4734.0,4368.0,82.0,,99.3,100.0,0.4,,2016-01-17T17:05:08.726Z
299926,562.7632,Escherichia coli strain 700149,562,WGS,5220872,50.58,22.0,69564.0,,,259,5472.0,4912.0,85.0,,98.6,100.0,0.0,,2016-01-17T17:06:44.889Z
299958,562.7638,Escherichia coli strain 700851,562,WGS,5232916,50.49,24.0,73372.0,,,242,5517.0,4948.0,90.0,,97.7,100.0,0.0,,2016-01-17T17:06:46.952Z
299959,562.7788,Escherichia coli strain 700863,562,WGS,5043611,50.59,9.0,209991.0,,,122,5128.0,4691.0,85.0,,99.1,100.0,0.0,,2016-01-17T17:07:40.132Z
299974,562.7713,Escherichia coli strain 702328,562,WGS,4990698,50.49,10.0,148322.0,,,86,5021.0,4644.0,85.0,,99.3,100.0,0.0,,2016-01-17T17:07:14.135Z
299984,562.7666,Escherichia coli strain 702566,562,WGS,5180549,50.58,11.0,153646.0,,,128,5349.0,4902.0,84.0,,99.2,100.0,0.0,,2016-01-17T17:06:57.766Z
299988,562.7746,Escherichia coli strain 702745_aEPEC,562,WGS,5460241,50.44,13.0,114667.0,,,204,5720.0,5157.0,89.0,,99.3,100.0,0.0,,2016-01-17T17:07:25.280Z
299990,562.7708,Escherichia coli strain 702797,562,WGS,1811385,50.79,4.0,201716.0,,,8,1787.0,1709.0,20.0,,82.9,36.7,0.0,,2016-01-17T17:07:12.214Z
299991,562.7686,Escherichia coli strain 702890_aEPEC,562,WGS,5216214,50.55,14.0,115613.0,,,271,5493.0,4911.0,90.0,,99.0,100.0,0.7,,2016-01-17T17:07:04.653Z
299992,562.7652,Escherichia coli strain 702898_aEPEC,562,WGS,5270692,50.41,12.0,160397.0,,,120,5446.0,4957.0,83.0,,99.0,100.0,0.7,,2016-01-17T17:06:52.221Z
299995,562.7729,Escherichia coli strain 702971,562,WGS,1733545,50.7,3.0,344809.0,,,5,1668.0,1583.0,19.0,,83.4,37.0,0.0,,2016-01-17T17:07:19.350Z
299996,562.7691,Escherichia coli strain 703063,562,WGS,5277627,50.4,14.0,127659.0,,,114,5462.0,4978.0,84.0,,99.0,100.0,0.7,,2016-01-17T17:07:06.451Z
299998,562.7784,Escherichia coli strain 703108,562,WGS,4783406,50.54,7.0,235722.0,,,44,4689.0,4416.0,85.0,,98.8,100.0,0.0,,2016-01-17T17:07:38.399Z
299999,562.7756,Escherichia coli strain 703128,562,WGS,604556,50.46,1.0,304782.0,,,2,596.0,570.0,4.0,,92.2,13.7,0.0,,2016-01-17T17:07:29.053Z
300003,562.7623,Escherichia coli strain 703258_aEPEC,562,WGS,5047485,50.6,10.0,135989.0,,,176,5220.0,4721.0,86.0,,99.6,100.0,0.0,,2016-01-17T17:06:41.888Z
300004,562.7736,Escherichia coli strain 703273,562,Complete,455856,49.68,1.0,455856.0,,,1,462.0,434.0,5.0,,93.9,7.8,0.0,,2016-01-17T17:07:22.190Z
300016,562.777,Escherichia coli strain 703975_aEPEC,562,WGS,5174594,50.64,21.0,91487.0,,,304,5499.0,4886.0,94.0,,98.8,100.0,0.4,,2016-01-17T17:07:33.931Z
300034,562.42752,Escherichia coli strain 71,562,WGS,5486443,50.655334,10.0,217855.0,,,208,5655.0,,87.0,,98.6,,,,2019-03-24T01:55:49.462Z
300161,562.42753,Escherichia coli strain 76,562,WGS,5127379,50.81965,11.0,172514.0,,,108,5149.0,,79.0,,98.6,,,,2019-03-24T01:56:02.767Z
300195,562.42754,Escherichia coli strain 78,562,WGS,5399769,50.525837,16.0,115043.0,,,282,5573.0,,87.0,,98.3,,,,2019-03-24T01:56:14.784Z
300222,562.42755,Escherichia coli strain 8,562,WGS,5254962,50.80484,7.0,242939.0,,,153,5359.0,,81.0,,98.4,,,,2019-03-24T02:00:36.891Z
300440,562.42756,Escherichia coli strain 84,562,WGS,5328875,50.677975,11.0,191227.0,,,211,5514.0,,84.0,,98.2,,,,2019-03-24T02:00:42.266Z
300446,562.42757,Escherichia coli strain 85,562,WGS,5265352,50.415016,14.0,130102.0,,,256,5455.0,,84.0,,98.4,,,,2019-03-24T02:01:03.347Z
300467,562.42758,Escherichia coli strain 86,562,WGS,5032454,50.78403,9.0,197623.0,,,131,5052.0,,83.0,,98.5,,,,2019-03-24T02:00:53.101Z
302071,562.28805,Escherichia coli strain AR434,562,Complete,4793375,50.646404,1.0,4695904.0,1.0,1.0,2,4742.0,4653.0,89.0,,99.2,99.6,0.4,,2018-05-27T22:31:13.773Z
302072,562.29007,Escherichia coli strain AR435,562,Complete,5328723,50.775654,1.0,4831922.0,1.0,8.0,9,5416.0,5325.0,91.0,,98.9,100.0,0.4,,2018-05-30T17:14:23.071Z
302073,562.29006,Escherichia coli strain AR436,562,Complete,5028272,50.84349,1.0,4875835.0,1.0,3.0,4,4927.0,4828.0,90.0,,99.0,99.6,0.0,,2018-05-30T17:14:14.688Z
302074,562.29008,Escherichia coli strain AR437,562,Complete,4952550,50.67343,1.0,4688906.0,1.0,5.0,6,4955.0,4868.0,93.0,,98.2,100.0,0.4,,2018-05-30T17:14:00.475Z
302308,562.12959,Escherichia coli strain AR_0001,562,WGS,5468742,50.62,1.0,4466630.0,,,4,5489.0,,91.0,,97.9,100.0,0.0,,2016-11-19T13:57:54.387Z
302315,562.34086,Escherichia coli strain AR_0013,562,Complete,5481110,50.75948,1.0,5410835.0,1.0,1.0,2,5800.0,5632.0,95.0,,98.9,100.0,0.0,,2018-10-03T14:56:55.993Z
302323,562.1296,Escherichia coli strain AR_0048,562,WGS,5353781,50.51,1.0,4952051.0,,,10,5418.0,,94.0,,98.0,100.0,0.0,,2016-11-19T14:04:09.273Z
302327,562.17722,Escherichia coli strain AR_0055,562,Complete,5506082,50.88,1.0,5141314.0,1.0,3.0,4,5857.0,5736.0,88.0,,98.4,100.0,0.0,,2017-07-22T22:21:04.256Z
302329,562.19632,Escherichia coli strain AR_0058,562,Complete,5103486,50.83,1.0,4940441.0,1.0,1.0,2,5334.0,5231.0,87.0,,98.6,100.0,0.4,,2017-09-29T16:41:56.896Z
302332,562.16325,Escherichia coli strain AR_0061,562,Complete,4734219,50.79,1.0,4595238.0,1.0,2.0,3,4915.0,4884.0,87.0,,98.4,100.0,0.4,,2017-05-28T00:18:15.432Z
302333,562.34088,Escherichia coli strain AR_0067,562,Complete,5459956,50.732296,1.0,5119553.0,1.0,4.0,5,5718.0,5635.0,88.0,,98.7,100.0,0.0,,2018-10-03T14:49:16.361Z
302336,562.16326,Escherichia coli strain AR_0069,562,Complete,4826754,50.8,1.0,4658583.0,1.0,2.0,3,5017.0,4950.0,86.0,,99.3,100.0,0.0,,2017-05-28T00:19:57.201Z
302337,562.28389,Escherichia coli strain AR_0077,562,Complete,5077205,50.55421,1.0,4987160.0,1.0,1.0,2,5174.0,5094.0,94.0,,99.0,100.0,0.0,,2018-05-26T01:35:17.367Z
302338,562.29139,Escherichia coli strain AR_0081,562,Complete,5296376,50.790127,1.0,5022408.0,1.0,3.0,4,5625.0,5510.0,87.0,,98.5,100.0,0.7,,2018-05-31T00:53:18.333Z
302339,562.30362,Escherichia coli strain AR_0085,562,Complete,5574539,50.65721,1.0,5213052.0,1.0,3.0,4,5987.0,5832.0,87.0,,98.7,100.0,1.4,,2018-07-15T23:59:33.489Z
302340,562.34085,Escherichia coli strain AR_0086,562,Complete,5289589,50.830074,1.0,5107215.0,1.0,2.0,3,5591.0,5493.0,87.0,,98.3,100.0,0.4,,2018-10-03T14:56:06.417Z
302341,562.34089,Escherichia coli strain AR_0089,562,Complete,5245490,50.679153,1.0,4988092.0,1.0,2.0,3,5457.0,5352.0,92.0,,98.8,100.0,0.7,,2018-10-03T14:49:02.858Z
302345,562.16327,Escherichia coli strain AR_0104,562,Complete,5262025,50.76,1.0,4992088.0,1.0,3.0,4,5526.0,5476.0,90.0,,98.2,100.0,0.7,,2017-05-28T00:20:41.335Z
302349,562.1762,Escherichia coli strain AR_0114,562,Complete,5017345,50.75,1.0,4786118.0,1.0,3.0,4,5215.0,5081.0,89.0,,98.4,99.3,1.1,,2017-07-22T17:28:32.488Z
302353,562.16324,Escherichia coli strain AR_0118,562,Complete,5365068,50.65,1.0,5018461.0,1.0,3.0,4,5666.0,5612.0,97.0,,98.2,100.0,0.0,,2017-05-28T00:06:22.631Z
302357,562.19823,Escherichia coli strain AR_0128,562,Complete,5321269,50.61,1.0,4967401.0,1.0,3.0,4,5563.0,5455.0,95.0,,98.2,100.0,0.0,,2017-10-24T14:07:25.117Z
302361,562.17721,Escherichia coli strain AR_0137,562,Complete,5085165,50.83,1.0,4746578.0,1.0,3.0,4,5306.0,5165.0,90.0,,98.8,100.0,0.4,,2017-07-22T22:10:13.994Z
302362,562.19633,Escherichia coli strain AR_0149,562,Complete,5435963,50.58,1.0,5029162.0,1.0,3.0,4,5784.0,5655.0,96.0,,98.4,100.0,0.4,,2017-09-29T16:42:06.844Z
302365,562.19821,Escherichia coli strain AR_0149,562,Complete,4924856,50.75,1.0,4830167.0,1.0,2.0,3,5054.0,4934.0,88.0,,99.0,100.0,0.4,,2017-10-24T14:06:50.013Z
302372,562.17621,Escherichia coli strain AR_0150,562,Complete,5078246,50.82,1.0,4864149.0,1.0,3.0,4,5265.0,5144.0,88.0,,99.0,100.0,0.7,,2017-07-22T17:28:19.505Z
302375,562.19631,Escherichia coli strain AR_0151,562,Complete,4959341,50.77,1.0,4862952.0,1.0,2.0,3,5104.0,4991.0,88.0,,99.1,100.0,0.7,,2017-09-29T16:41:50.184Z
302381,562.20499,Escherichia coli strain AR_0162,562,Complete,5064173,50.77,1.0,4810234.0,1.0,4.0,5,5245.0,5110.0,88.0,,99.2,100.0,0.4,,2017-11-23T01:18:08.243Z
302382,562.28565,Escherichia coli strain AR_0368,562,WGS,5305829,50.514896,1.0,5135754.0,,,7,5289.0,5158.0,92.0,,99.2,100.0,0.0,,2018-05-26T06:25:38.842Z
302383,562.28435,Escherichia coli strain AR_0369,562,Complete,4919661,50.56074,1.0,4625479.0,1.0,5.0,6,4969.0,4881.0,87.0,,98.9,100.0,0.0,,2018-05-26T03:44:30.479Z
302384,562.28567,Escherichia coli strain AR_0370,562,WGS,5172595,50.820198,1.0,5060371.0,,,2,5208.0,5133.0,87.0,,98.2,100.0,0.4,,2018-05-26T06:25:47.665Z
302385,562.28566,Escherichia coli strain AR_0371,562,WGS,4845968,50.804214,1.0,4773279.0,,,7,4776.0,4645.0,88.0,,98.7,100.0,0.7,,2018-05-26T06:24:44.821Z
302386,562.28434,Escherichia coli strain AR_0372,562,Complete,5487875,50.59532,1.0,5211570.0,1.0,5.0,6,5427.0,5308.0,95.0,,98.9,100.0,0.0,,2018-05-26T03:45:40.083Z
